Name,Register Number,Department,Year of Study
Anvi Kumar,714025105101,EEE,1
Aditya Desai,714025105102,EEE,1
Vihaan Yadav,714025105103,EEE,1
Pari Yadav,714025105104,EEE,1
Vivaan Gupta,714025105105,EEE,1
Diya Nair,714025105106,EEE,1
Sarah Reddy,714025105107,EEE,1
Vivaan Jain,714025105108,EEE,1
Arjun Chopra,714025105109,EEE,1
Myra Reddy,714025105110,EEE,1
Myra Gupta,714025105111,EEE,1
Saanvi Bhat,714025105112,EEE,1
Aadhya Verma,714025105113,EEE,1
Aadhya Desai,714025105114,EEE,1
Ishaan Gupta,714025105115,EEE,1
Anvi Malhotra,714025105116,EEE,1
Pari Desai,714025105117,EEE,1
Krishna Sharma,714025105118,EEE,1
Diya Reddy,714025105119,EEE,1
Anvi Joshi,714025105120,EEE,1
Pari Chopra,714025105121,EEE,1
Vivaan Desai,714025105122,EEE,1
Sai Mehta,714025105123,EEE,1
Aditya Das,714025105124,EEE,1
Krishna Kumar,714025105125,EEE,1
Anvi Malhotra,714025105126,EEE,1
Arjun Reddy,714025105127,EEE,1
Riya Malhotra,714025105128,EEE,1
Saanvi Mehta,714025105129,EEE,1
Ananya Singh,714025105130,EEE,1
Ishaan Joshi,714025105131,EEE,1
Aditya Kapoor,714025105132,EEE,1
Sarah Verma,714024105001,EEE,2
Reyansh Sharma,714024105002,EEE,2
Krishna Kapoor,714024105003,EEE,2
Arjun Das,714024105004,EEE,2
Pari Sharma,714024105005,EEE,2
Vihaan Chopra,714024105006,EEE,2
Aditya Joshi,714024105007,EEE,2
Diya Jain,714024105008,EEE,2
Reyansh Bhat,714024105009,EEE,2
Arjun Singh,714024105010,EEE,2
Krishna Bhat,714024105011,EEE,2
Pari Patel,714024105012,EEE,2
Aarav Chopra,714024105013,EEE,2
Myra Nair,714024105014,EEE,2
Ananya Rao,714024105015,EEE,2
Arjun Das,714024105016,EEE,2
Arjun Yadav,714024105017,EEE,2
Saanvi Sharma,714024105018,EEE,2
Saanvi Kapoor,714024105019,EEE,2
Diya Das,714024105020,EEE,2
Arjun Saxena,714024105021,EEE,2
Riya Jain,714024105022,EEE,2
Ayaan Singh,714024105023,EEE,2
Aarav Das,714024105024,EEE,2
Saanvi Saxena,714024105025,EEE,2
Vihaan Malhotra,714024105026,EEE,2
Arjun Yadav,714024105027,EEE,2
Riya Yadav,714024105028,EEE,2
Ayaan Nair,714024105029,EEE,2
Aadhya Sharma,714024105030,EEE,2
Ananya Patel,714024105031,EEE,2
Aarav Saxena,714024105032,EEE,2
Aditya Gupta,714024105033,EEE,2
Saanvi Singh,714024105034,EEE,2
Sai Kapoor,714024105035,EEE,2
Aarav Kumar,714024105036,EEE,2
Saanvi Kumar,714024105037,EEE,2
Myra Sharma,714024105038,EEE,2
Ayaan Gupta,714024105039,EEE,2
Vihaan Bhat,714024105040,EEE,2
Sarah Reddy,714024105041,EEE,2
Pari Reddy,714024105042,EEE,2
Myra Saxena,714024105043,EEE,2
Ishaan Singh,714024105044,EEE,2
Arjun Gupta,714024105045,EEE,2
Vivaan Kumar,714024105046,EEE,2
Ananya Kapoor,714024105047,EEE,2
Ayaan Reddy,714024105048,EEE,2
Arjun Desai,714024105049,EEE,2
Riya Kumar,714024105050,EEE,2
Vihaan Patel,714024105051,EEE,2
Arjun Patel,714024105052,EEE,2
Vihaan Das,714024105053,EEE,2
Ananya Das,714024105054,EEE,2
Vihaan Desai,714024105055,EEE,2
Myra Chopra,714024105056,EEE,2
Aadhya Chopra,714024105057,EEE,2
Aditya Kumar,714024105058,EEE,2
Sai Reddy,714024105059,EEE,2
Aditya Kapoor,714024105060,EEE,2
Ananya Mehta,714024105061,EEE,2
Saanvi Bhat,714024105062,EEE,2
Diya Kumar,714024105063,EEE,2
Aditya Sharma,714024105064,EEE,2
Diya Nair,714024105065,EEE,2
Saanvi Mehta,714024105066,EEE,2
Ananya Bhat,714024105067,EEE,2
Krishna Gupta,714024105068,EEE,2
Sarah Gupta,714024105069,EEE,2
Sarah Sharma,714024105070,EEE,2
Ananya Sharma,714024105071,EEE,2
Aarav Singh,714024105072,EEE,2
Saanvi Bhat,714024105073,EEE,2
Reyansh Patel,714024105074,EEE,2
Krishna Kapoor,714024105075,EEE,2
Sai Kapoor,714024105076,EEE,2
Ananya Joshi,714024105077,EEE,2
Ananya Kumar,714024105078,EEE,2
Saanvi Verma,714024105079,EEE,2
Aditya Mehta,714024105080,EEE,2
Saanvi Joshi,714024105081,EEE,2
Aditya Reddy,714024105082,EEE,2
Vivaan Malhotra,714024105083,EEE,2
Vivaan Saxena,714024105084,EEE,2
Saanvi Desai,714024105085,EEE,2
Aarav Gupta,714024105086,EEE,2
Ishaan Bhat,714024105087,EEE,2
Reyansh Singh,714024105088,EEE,2
Krishna Verma,714024105089,EEE,2
Riya Nair,714024105090,EEE,2
Riya Das,714024105091,EEE,2
Vihaan Desai,714024105092,EEE,2
Saanvi Rao,714024105093,EEE,2
Sarah Saxena,714024105094,EEE,2
Anvi Kapoor,714024105095,EEE,2
Myra Malhotra,714024105096,EEE,2
Aarav Chopra,714024105097,EEE,2
Aditya Reddy,714024105098,EEE,2
Anvi Kapoor,714024105099,EEE,2
Aditya Jain,714024105100,EEE,2
Saanvi Nair,714024105101,EEE,2
Ishaan Kumar,714024105102,EEE,2
Saanvi Saxena,714024105103,EEE,2
Vivaan Verma,714024105104,EEE,2
Arjun Jain,714024105105,EEE,2
Ananya Saxena,714024105106,EEE,2
Saanvi Malhotra,714024105107,EEE,2
Ishaan Malhotra,714024105108,EEE,2
Arjun Joshi,714024105109,EEE,2
Diya Kapoor,714024105110,EEE,2
Anvi Mehta,714024105111,EEE,2
Riya Kumar,714024105112,EEE,2
Pari Gupta,714024105113,EEE,2
Reyansh Yadav,714024105114,EEE,2
Ananya Saxena,714024105115,EEE,2
Ayaan Singh,714024105116,EEE,2
Aadhya Patel,714024105117,EEE,2
Ayaan Mehta,714024105118,EEE,2
Ishaan Saxena,714024105119,EEE,2
Diya Sharma,714024105120,EEE,2
Saanvi Nair,714024105121,EEE,2
Ananya Singh,714024105122,EEE,2
Pari Nair,714024105123,EEE,2
Ananya Joshi,714024105124,EEE,2
Reyansh Patel,714024105125,EEE,2
Diya Nair,714024105126,EEE,2
Vivaan Das,714024105127,EEE,2
Anvi Reddy,714024105128,EEE,2
Arjun Rao,714024105129,EEE,2
Aadhya Sharma,714024105130,EEE,2
Riya Verma,714024105131,EEE,2
Anvi Malhotra,714024105132,EEE,2
Sarah Mehta,714024105133,EEE,2
Diya Yadav,714024105134,EEE,2
Pari Joshi,714024105135,EEE,2
Myra Kumar,714024105136,EEE,2
Anvi Singh,714024105137,EEE,2
Ananya Yadav,714024105138,EEE,2
Aarav Malhotra,714024105139,EEE,2
Aadhya Saxena,714024105140,EEE,2
Myra Patel,714024105141,EEE,2
Pari Kumar,714024105142,EEE,2
Krishna Malhotra,714024105143,EEE,2
Aadhya Joshi,714024105144,EEE,2
Vivaan Verma,714024105145,EEE,2
Sai Joshi,714024105146,EEE,2
Riya Verma,714024105147,EEE,2
Anvi Sharma,714023105001,EEE,3
Ananya Verma,714023105002,EEE,3
Ananya Yadav,714023105003,EEE,3
Reyansh Patel,714023105004,EEE,3
Aarav Yadav,714023105005,EEE,3
Saanvi Singh,714023105006,EEE,3
Aditya Desai,714023105007,EEE,3
Myra Desai,714023105008,EEE,3
Sarah Sharma,714023105009,EEE,3
Saanvi Joshi,714023105010,EEE,3
Anvi Bhat,714023105011,EEE,3
Pari Reddy,714023105012,EEE,3
Ishaan Kapoor,714023105013,EEE,3
Riya Singh,714023105014,EEE,3
Sai Nair,714023105015,EEE,3
Anvi Nair,714023105016,EEE,3
Krishna Reddy,714023105017,EEE,3
Diya Mehta,714023105018,EEE,3
Saanvi Yadav,714023105019,EEE,3
Saanvi Rao,714023105020,EEE,3
Reyansh Verma,714023105021,EEE,3
Sai Rao,714023105022,EEE,3
Anvi Joshi,714023105023,EEE,3
Ayaan Mehta,714023105024,EEE,3
Ayaan Patel,714023105025,EEE,3
Anvi Kumar,714023105026,EEE,3
Vihaan Malhotra,714023105027,EEE,3
Reyansh Bhat,714023105028,EEE,3
Pari Saxena,714023105029,EEE,3
Diya Nair,714023105030,EEE,3
Ayaan Yadav,714023105031,EEE,3
Arjun Chopra,714023105032,EEE,3
Saanvi Patel,714023105033,EEE,3
Myra Nair,714023105034,EEE,3
Aarav Reddy,714023105035,EEE,3
Myra Nair,714023105036,EEE,3
Myra Reddy,714023105037,EEE,3
Saanvi Chopra,714023105038,EEE,3
Myra Yadav,714023105039,EEE,3
Vivaan Saxena,714023105040,EEE,3
Vihaan Sharma,714023105041,EEE,3
Ishaan Jain,714023105042,EEE,3
Anvi Jain,714023105043,EEE,3
Riya Reddy,714023105044,EEE,3
Ishaan Desai,714023105045,EEE,3
Sarah Yadav,714023105046,EEE,3
Aarav Singh,714023105047,EEE,3
Riya Kapoor,714023105048,EEE,3
Riya Patel,714023105049,EEE,3
Saanvi Reddy,714023105050,EEE,3
Riya Singh,714023105051,EEE,3
Aadhya Reddy,714023105052,EEE,3
Aarav Kumar,714023105053,EEE,3
Sai Verma,714023105054,EEE,3
Reyansh Saxena,714023105055,EEE,3
Aarav Saxena,714023105056,EEE,3
Ayaan Gupta,714023105057,EEE,3
Reyansh Chopra,714023105058,EEE,3
Pari Kapoor,714023105059,EEE,3
Diya Joshi,714023105060,EEE,3
Sai Kumar,714023105061,EEE,3
Pari Patel,714023105062,EEE,3
Aditya Malhotra,714023105063,EEE,3
Riya Sharma,714023105064,EEE,3
Vivaan Desai,714023105065,EEE,3
Vivaan Mehta,714023105066,EEE,3
Diya Gupta,714023105067,EEE,3
Myra Kumar,714023105068,EEE,3
Saanvi Reddy,714023105069,EEE,3
Ayaan Singh,714023105070,EEE,3
Aarav Rao,714023105071,EEE,3
Saanvi Singh,714023105072,EEE,3
Saanvi Das,714023105073,EEE,3
Riya Singh,714023105074,EEE,3
Reyansh Yadav,714023105075,EEE,3
Ishaan Saxena,714023105076,EEE,3
Krishna Reddy,714023105077,EEE,3
Diya Patel,714023105078,EEE,3
Arjun Gupta,714023105079,EEE,3
Sarah Desai,714023105080,EEE,3
Sarah Jain,714023105081,EEE,3
Saanvi Saxena,714023105082,EEE,3
Krishna Joshi,714023105083,EEE,3
Anvi Bhat,714023105084,EEE,3
Anvi Das,714023105085,EEE,3
Krishna Nair,714023105086,EEE,3
Riya Patel,714023105087,EEE,3
Aditya Kapoor,714023105088,EEE,3
Krishna Jain,714023105089,EEE,3
Riya Gupta,714023105090,EEE,3
Ayaan Sharma,714023105091,EEE,3
Ishaan Das,714023105092,EEE,3
Sarah Patel,714023105093,EEE,3
Sai Rao,714023105094,EEE,3
Sarah Singh,714023105095,EEE,3
Vivaan Jain,714023105096,EEE,3
Sai Chopra,714023105097,EEE,3
Arjun Bhat,714023105098,EEE,3
Aadhya Patel,714023105099,EEE,3
Diya Kumar,714023105100,EEE,3
Myra Jain,714023105101,EEE,3
Myra Joshi,714023105102,EEE,3
Aarav Malhotra,714023105103,EEE,3
Aarav Patel,714023105104,EEE,3
Reyansh Verma,714023105105,EEE,3
Saanvi Kapoor,714023105106,EEE,3
Ayaan Joshi,714023105107,EEE,3
Vivaan Joshi,714022105001,EEE,4
Anvi Gupta,714022105002,EEE,4
Sai Saxena,714022105003,EEE,4
Vivaan Chopra,714022105004,EEE,4
Krishna Verma,714022105005,EEE,4
Krishna Yadav,714022105006,EEE,4
Myra Bhat,714022105007,EEE,4
Vihaan Bhat,714022105008,EEE,4
Anvi Yadav,714022105009,EEE,4
Saanvi Bhat,714022105010,EEE,4
Aditya Reddy,714022105011,EEE,4
Arjun Joshi,714022105012,EEE,4
Reyansh Sharma,714022105013,EEE,4
Ayaan Desai,714022105014,EEE,4
Ayaan Nair,714022105015,EEE,4
Ananya Gupta,714022105016,EEE,4
Krishna Yadav,714022105017,EEE,4
Aarav Joshi,714022105018,EEE,4
Reyansh Desai,714022105019,EEE,4
Ananya Malhotra,714022105020,EEE,4
Diya Desai,714022105021,EEE,4
Aarav Jain,714022105022,EEE,4
Vihaan Kapoor,714022105023,EEE,4
Ananya Saxena,714022105024,EEE,4
Myra Singh,714022105025,EEE,4
Anvi Nair,714022105026,EEE,4
Anvi Yadav,714022105027,EEE,4
Ayaan Desai,714022105028,EEE,4
Arjun Sharma,714022105029,EEE,4
Anvi Gupta,714022105030,EEE,4
Aadhya Nair,714022105031,EEE,4
Vivaan Kapoor,714022105032,EEE,4
Krishna Kapoor,714022105033,EEE,4
Sai Saxena,714022105034,EEE,4
Krishna Gupta,714022105035,EEE,4
Myra Sharma,714022105036,EEE,4
Saanvi Bhat,714022105037,EEE,4
Myra Yadav,714022105038,EEE,4
Ayaan Saxena,714022105039,EEE,4
Ananya Gupta,714022105040,EEE,4
Ishaan Malhotra,714022105041,EEE,4
Ananya Sharma,714022105042,EEE,4
Aarav Patel,714022105043,EEE,4
Vihaan Patel,714022105044,EEE,4
Anvi Bhat,714022105045,EEE,4
Sarah Jain,714022105046,EEE,4
Ananya Das,714022105047,EEE,4
Anvi Kapoor,714022105048,EEE,4
Sai Desai,714022105049,EEE,4
Saanvi Sharma,714022105050,EEE,4
Aarav Chopra,714022105051,EEE,4
Vihaan Rao,714022105052,EEE,4
Reyansh Chopra,714022105053,EEE,4
Myra Kapoor,714022105054,EEE,4
Pari Saxena,714022105055,EEE,4
Pari Bhat,714022105056,EEE,4
Saanvi Das,714022105057,EEE,4
Pari Malhotra,714022105058,EEE,4
Reyansh Singh,714022105059,EEE,4
Ananya Patel,714022105060,EEE,4
Ayaan Jain,714022105061,EEE,4
Myra Yadav,714022105062,EEE,4
Sai Chopra,714022105063,EEE,4
Sarah Sharma,714022105064,EEE,4
Vivaan Desai,714022105065,EEE,4
Pari Jain,714022105066,EEE,4
Saanvi Desai,714022105067,EEE,4
Ananya Jain,714022105068,EEE,4
Sarah Singh,714022105069,EEE,4
Diya Patel,714022105070,EEE,4
Ayaan Sharma,714022105071,EEE,4
Saanvi Nair,714022105072,EEE,4
Vivaan Gupta,714022105073,EEE,4
Aadhya Chopra,714022105074,EEE,4
Arjun Das,714022105075,EEE,4
Sarah Sharma,714022105076,EEE,4
Arjun Patel,714022105077,EEE,4
Aditya Patel,714022105078,EEE,4
Aarav Gupta,714022105079,EEE,4
Arjun Joshi,714022105080,EEE,4
Ananya Gupta,714022105081,EEE,4
Ananya Rao,714022105082,EEE,4
Myra Das,714022105083,EEE,4
Saanvi Bhat,714022105084,EEE,4
Vihaan Joshi,714022105085,EEE,4
Ananya Desai,714022105086,EEE,4
Vihaan Verma,714022105087,EEE,4
Aarav Bhat,714022105088,EEE,4
Vihaan Joshi,714022105089,EEE,4
Aarav Mehta,714022105090,EEE,4
Vihaan Mehta,714022105091,EEE,4
Saanvi Jain,714022105092,EEE,4
Arjun Malhotra,714022105093,EEE,4
Diya Bhat,714022105094,EEE,4
Aarav Yadav,714022105095,EEE,4
Pari Das,714022105096,EEE,4
Riya Jain,714022105097,EEE,4
Reyansh Gupta,714022105098,EEE,4
Sarah Bhat,714022105099,EEE,4
Riya Gupta,714022105100,EEE,4
Ayaan Nair,714022105101,EEE,4
Riya Joshi,714022105102,EEE,4
Riya Bhat,714022105103,EEE,4
Ananya Joshi,714022105104,EEE,4
Anvi Verma,714022105105,EEE,4
Sarah Bhat,714022105106,EEE,4
Arjun Chopra,714022105107,EEE,4
Sarah Kapoor,714022105108,EEE,4
Riya Mehta,714022105109,EEE,4
Riya Gupta,714022105110,EEE,4
Ananya Kapoor,714022105111,EEE,4
Ishaan Malhotra,714022105112,EEE,4
Myra Rao,714022105113,EEE,4
Sarah Gupta,714022105114,EEE,4
